城市,调研标签,位置,排名,POI名称,地址,经度,纬度,小组,BDM,BD,商家ID,门店ID,品牌ID,POI ID,商圈类型,经营大类,营业状态,是否认领,是否在售,是否动销,本月GMV,线下GMV,商品数,搜索次数,颜色,高德标记链接,高德搜索链接
郑州,扫码/营销调研,二七广场-德化街-郑州站,8,煦果甜品,城东路街道硝滩社区4号楼2号东头1号,113.683764,34.752821,郑州二区7,张赛忠,郑哲,7610713259915200512,7616626383300872192,-,7616628750297335823,综合商场&日用商超,核心商业区,正常营业,1,1,1,33769.92,840.68,8,4509,blue,https://uri.amap.com/marker?position=113.683764%2C34.752821&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E7%85%A6%E6%9E%9C%E7%94%9C%E5%93%81&src=codex.poi.visit,https://www.amap.com/search?query=%E7%85%A6%E6%9E%9C%E7%94%9C%E5%93%81
郑州,扫码/营销调研,二七广场-德化街-郑州站,9,book思意,林山寨街道建设东路31号碧沙岗公园内海棠书屋01室,113.630258,34.751276,郑州一区8,陈登正,张楠,7530186861666633728,7536453874165516288,-,7536457371753662504,热点商业区块,核心商业区,正常营业,1,1,1,1381.50,608.90,21,573,blue,https://uri.amap.com/marker?position=113.630258%2C34.751276&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-book%E6%80%9D%E6%84%8F&src=codex.poi.visit,https://www.amap.com/search?query=book%E6%80%9D%E6%84%8F
郑州,扫码/营销调研,二七广场-德化街-郑州站,10,榛巷烘焙,德化街街道德化街100号百年德化一层A101号,113.665183,34.750455,郑州二区3,石亚飞,"王亚辉, 王震",7283765987378203648,7486180306827937792,-,7283773450215229498,跨城交通--火车站/高铁站,交通枢纽区,正常营业,1,1,1,7296.10,549.20,8,1596,blue,https://uri.amap.com/marker?position=113.665183%2C34.750455&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E6%A6%9B%E5%B7%B7%E7%83%98%E7%84%99&src=codex.poi.visit,https://www.amap.com/search?query=%E6%A6%9B%E5%B7%B7%E7%83%98%E7%84%99
郑州,新开问题调研,二七广场-德化街-郑州站,1,ROMANLIN,德化步行商业街与金光路交叉口西南50米,113.667023,34.751665,郑州二区3,石亚飞,"王亚辉, 王震",-,-,-,7630291522738456628,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.667023%2C34.751665&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-ROMANLIN&src=codex.poi.visit,https://www.amap.com/search?query=ROMANLIN
郑州,新开问题调研,二七广场-德化街-郑州站,2,Gaga+炒酸奶绵绵冰,德化街89号,113.66564,34.751202,郑州二区3,石亚飞,"王亚辉, 王震",-,-,-,7630749953106806810,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.665640%2C34.751202&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-Gaga%2B%E7%82%92%E9%85%B8%E5%A5%B6%E7%BB%B5%E7%BB%B5%E5%86%B0&src=codex.poi.visit,https://www.amap.com/search?query=Gaga%2B%E7%82%92%E9%85%B8%E5%A5%B6%E7%BB%B5%E7%BB%B5%E5%86%B0
郑州,新开问题调研,二七广场-德化街-郑州站,3,老郑州雪花酪,德化街100号百年德化风情购物公园1F层D区123号,113.665611,34.751248,郑州二区3,石亚飞,"王亚辉, 王震",-,-,-,7630287680202344490,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.665611%2C34.751248&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E8%80%81%E9%83%91%E5%B7%9E%E9%9B%AA%E8%8A%B1%E9%85%AA&src=codex.poi.visit,https://www.amap.com/search?query=%E8%80%81%E9%83%91%E5%B7%9E%E9%9B%AA%E8%8A%B1%E9%85%AA
郑州,新开问题调研,二七广场-德化街-郑州站,4,捏捏面包坊,福寿街16号,113.664176,34.749541,郑州二区3,石亚飞,"王亚辉, 王震",-,-,-,7622901865206564915,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.664176%2C34.749541&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E6%8D%8F%E6%8D%8F%E9%9D%A2%E5%8C%85%E5%9D%8A&src=codex.poi.visit,https://www.amap.com/search?query=%E6%8D%8F%E6%8D%8F%E9%9D%A2%E5%8C%85%E5%9D%8A
郑州,新开问题调研,二七广场-德化街-郑州站,5,杯中万象,福寿街16号,113.663775,34.749258,郑州二区3,石亚飞,"王亚辉, 王震",-,-,-,7625555601157802011,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.663775%2C34.749258&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E6%9D%AF%E4%B8%AD%E4%B8%87%E8%B1%A1&src=codex.poi.visit,https://www.amap.com/search?query=%E6%9D%AF%E4%B8%AD%E4%B8%87%E8%B1%A1
郑州,新开问题调研,二七广场-德化街-郑州站,6,伊香果蛋糕糕点,北下街75号(二七广场地铁站A口步行460米),113.669274,34.753876,郑州二区7,张赛忠,郭东鑫,-,-,-,7625496425828190244,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.669274%2C34.753876&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E4%BC%8A%E9%A6%99%E6%9E%9C%E8%9B%8B%E7%B3%95%E7%B3%95%E7%82%B9&src=codex.poi.visit,https://www.amap.com/search?query=%E4%BC%8A%E9%A6%99%E6%9E%9C%E8%9B%8B%E7%B3%95%E7%B3%95%E7%82%B9
郑州,新开问题调研,二七广场-德化街-郑州站,7,HAVE COFFEE ROASTER,民主路10号(人民公园地铁站A口步行270米),113.663167,34.754205,郑州二区7,张赛忠,"王胜源, 徐栋梁",-,-,-,7630317146056493119,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.663167%2C34.754205&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-HAVE+COFFEE+ROASTER&src=codex.poi.visit,https://www.amap.com/search?query=HAVE+COFFEE+ROASTER
郑州,新开问题调研,二七广场-德化街-郑州站,8,野桃子,民主路10号（近二七广场地铁站L口）,113.663328,34.754527,郑州二区7,张赛忠,"王胜源, 徐栋梁",-,-,-,7630304219563558975,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.663328%2C34.754527&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E9%87%8E%E6%A1%83%E5%AD%90&src=codex.poi.visit,https://www.amap.com/search?query=%E9%87%8E%E6%A1%83%E5%AD%90
郑州,新开问题调研,二七广场-德化街-郑州站,9,暴雨甜品,民主路10号(人民公园地铁站A口步行270米),113.663336,34.754619,郑州二区7,张赛忠,"王胜源, 徐栋梁",-,-,-,7630316780519196672,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.663336%2C34.754619&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E6%9A%B4%E9%9B%A8%E7%94%9C%E5%93%81&src=codex.poi.visit,https://www.amap.com/search?query=%E6%9A%B4%E9%9B%A8%E7%94%9C%E5%93%81
郑州,新开问题调研,二七广场-德化街-郑州站,10,菓仔屋(二七万象城店),解放路街道二七万象城5楼（冰纷万象隔壁）,113.662561,34.754766,郑州二区7,张赛忠,"王胜源, 徐栋梁",-,-,-,7632622330371393536,-,-,正常营业,0/空,0,0,0.00,0.00,0,4,orange,https://uri.amap.com/marker?position=113.662561%2C34.754766&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E8%8F%93%E4%BB%94%E5%B1%8B%28%E4%BA%8C%E4%B8%83%E4%B8%87%E8%B1%A1%E5%9F%8E%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E8%8F%93%E4%BB%94%E5%B1%8B%28%E4%BA%8C%E4%B8%83%E4%B8%87%E8%B1%A1%E5%9F%8E%E5%BA%97%29
郑州,动销问题调研,二七广场-德化街-郑州站,1,Starparty创意网红生日蛋糕(郑州中原店),纺西路26号方圆经纬花园2号楼二层207号,113.617195,34.761913,郑州一区8,陈登正,"张万豪, 董炯",7241511677710043136,7549054476070569984,7487885202379803648,7549090521819154459,综合商场&日用商超,核心商业区,正常营业,1,1,0,0.00,0.00,69,16,red,https://uri.amap.com/marker?position=113.617195%2C34.761913&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-Starparty%E5%88%9B%E6%84%8F%E7%BD%91%E7%BA%A2%E7%94%9F%E6%97%A5%E8%9B%8B%E7%B3%95%28%E9%83%91%E5%B7%9E%E4%B8%AD%E5%8E%9F%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=Starparty%E5%88%9B%E6%84%8F%E7%BD%91%E7%BA%A2%E7%94%9F%E6%97%A5%E8%9B%8B%E7%B3%95%28%E9%83%91%E5%B7%9E%E4%B8%AD%E5%8E%9F%E5%BA%97%29
郑州,动销问题调研,二七广场-德化街-郑州站,2,大桶糖水自助雪花酪,人民路街道23号中间橱窗,113.671724,34.756076,郑州二区7,张赛忠,薛世贤,7633690196185188352,7633701734161976320,-,7626956521097218058,热点商业区块,核心商业区,正常营业,1,1,0,0.00,0.00,14,5,red,https://uri.amap.com/marker?position=113.671724%2C34.756076&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E5%A4%A7%E6%A1%B6%E7%B3%96%E6%B0%B4%E8%87%AA%E5%8A%A9%E9%9B%AA%E8%8A%B1%E9%85%AA&src=codex.poi.visit,https://www.amap.com/search?query=%E5%A4%A7%E6%A1%B6%E7%B3%96%E6%B0%B4%E8%87%AA%E5%8A%A9%E9%9B%AA%E8%8A%B1%E9%85%AA
郑州,动销问题调研,二七广场-德化街-郑州站,3,懒饮亘茶,燕庄一街62-4号,113.708197,34.755997,郑州二区2,杨健康,刘英才,7241465862517950464,7259991466221602816,80958,6971308745523480608,综合商场&日用商超,核心商业区,正常营业,1,1,0,0.00,0.00,13,1,red,https://uri.amap.com/marker?position=113.708197%2C34.755997&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E6%87%92%E9%A5%AE%E4%BA%98%E8%8C%B6&src=codex.poi.visit,https://www.amap.com/search?query=%E6%87%92%E9%A5%AE%E4%BA%98%E8%8C%B6
郑州,动销问题调研,二七广场-德化街-郑州站,4,遇苋酸奶·鲜果茶(金博大店),德化街街道二七路200号金博大负一层B1-098号,113.665901,34.755501,郑州二区7,张赛忠,"王胜源, 徐栋梁",7215170195650774016,7553554012264581120,34297,7553582360575346727,综合商场&日用商超,核心商业区,正常营业,1,1,0,0.00,0.00,11,3,red,https://uri.amap.com/marker?position=113.665901%2C34.755501&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E9%81%87%E8%8B%8B%E9%85%B8%E5%A5%B6%C2%B7%E9%B2%9C%E6%9E%9C%E8%8C%B6%28%E9%87%91%E5%8D%9A%E5%A4%A7%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E9%81%87%E8%8B%8B%E9%85%B8%E5%A5%B6%C2%B7%E9%B2%9C%E6%9E%9C%E8%8C%B6%28%E9%87%91%E5%8D%9A%E5%A4%A7%E5%BA%97%29
郑州,动销问题调研,二七广场-德化街-郑州站,5,时忆酥拔丝绿豆酥饼,银基广场临街13-1号,113.666377,34.744147,郑州二区7,张赛忠,"白冬冬, 鄂静如",7631102703380499456,7631107776878315520,-,7631102448341518374,跨城交通--火车站/高铁站,交通枢纽区,尚未开业,1,1,0,0.00,0.00,10,73,red,https://uri.amap.com/marker?position=113.666377%2C34.744147&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E6%97%B6%E5%BF%86%E9%85%A5%E6%8B%94%E4%B8%9D%E7%BB%BF%E8%B1%86%E9%85%A5%E9%A5%BC&src=codex.poi.visit,https://www.amap.com/search?query=%E6%97%B6%E5%BF%86%E9%85%A5%E6%8B%94%E4%B8%9D%E7%BB%BF%E8%B1%86%E9%85%A5%E9%A5%BC
郑州,动销问题调研,二七广场-德化街-郑州站,6,one berry coffee&bar,凤凰台街道郑汴路138号,113.71932,34.747273,郑州二区2,杨健康,"赵欣原, 高竟航",7316825272618877952,7487954759769425920,-,7308232946639439912,"综合商场&日用商超传统娱乐场所,综合商场&日用商超商业街/步行街&集市","核心商业区休闲文旅区,核心商业区核心商业区",正常营业,1,1,0,0.00,0.00,7,23,red,https://uri.amap.com/marker?position=113.719320%2C34.747273&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-one+berry+coffee%26bar&src=codex.poi.visit,https://www.amap.com/search?query=one+berry+coffee%26bar
郑州,动销问题调研,二七广场-德化街-郑州站,7,广明堂茶饮,东明路与凤凰路交叉口凤凰路东明路社区,113.700676,34.743892,郑州二区3,石亚飞,马庆茹,7241142128846473216,7616610801566205952,-,7616567559025854505,热点商业区块,核心商业区,正常营业,1,1,0,0.00,0.00,7,12,red,https://uri.amap.com/marker?position=113.700676%2C34.743892&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E5%B9%BF%E6%98%8E%E5%A0%82%E8%8C%B6%E9%A5%AE&src=codex.poi.visit,https://www.amap.com/search?query=%E5%B9%BF%E6%98%8E%E5%A0%82%E8%8C%B6%E9%A5%AE
郑州,动销问题调研,二七广场-德化街-郑州站,8,遇见现磨咖啡·奶茶,一马路8号银基广场三楼3F8020,113.665579,34.742648,郑州二区7,张赛忠,"白冬冬, 鄂静如",7543443738840877056,7556470033065510912,-,7553099322879903784,热点商业区块,核心商业区,正常营业,1,1,0,0.00,0.00,6,1,red,https://uri.amap.com/marker?position=113.665579%2C34.742648&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E9%81%87%E8%A7%81%E7%8E%B0%E7%A3%A8%E5%92%96%E5%95%A1%C2%B7%E5%A5%B6%E8%8C%B6&src=codex.poi.visit,https://www.amap.com/search?query=%E9%81%87%E8%A7%81%E7%8E%B0%E7%A3%A8%E5%92%96%E5%95%A1%C2%B7%E5%A5%B6%E8%8C%B6
郑州,动销问题调研,二七广场-德化街-郑州站,9,打工艺术家咖啡(阜民里店),西大街街道阜民里A区A2-G01号,113.67305,34.746113,郑州二区3,石亚飞,"程世豪, 李西哲",7564673708917393408,7589273561626380288,-,7560152185387206656,热点商业区块,核心商业区,正常营业,1,1,0,0.00,0.00,4,33,red,https://uri.amap.com/marker?position=113.673050%2C34.746113&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E6%89%93%E5%B7%A5%E8%89%BA%E6%9C%AF%E5%AE%B6%E5%92%96%E5%95%A1%28%E9%98%9C%E6%B0%91%E9%87%8C%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E6%89%93%E5%B7%A5%E8%89%BA%E6%9C%AF%E5%AE%B6%E5%92%96%E5%95%A1%28%E9%98%9C%E6%B0%91%E9%87%8C%E5%BA%97%29
郑州,动销问题调研,二七广场-德化街-郑州站,10,禾乐书咖馆,凤凰台街道玉凤路369号庄禾生活市集二层C馆2号（庄禾生活市集二楼东北角）,113.711774,34.750961,郑州二区2,杨健康,王珅,7579466990083900416,7579469525076756480,-,7530876410118801442,-,-,正常营业,1,1,0,0.00,0.00,4,21,red,https://uri.amap.com/marker?position=113.711774%2C34.750961&name=%E5%8A%A8%E9%94%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E7%A6%BE%E4%B9%90%E4%B9%A6%E5%92%96%E9%A6%86&src=codex.poi.visit,https://www.amap.com/search?query=%E7%A6%BE%E4%B9%90%E4%B9%A6%E5%92%96%E9%A6%86
郑州,扫码/营销调研,金水正弘城-花园路-新田360,1,胡氏鑫吉·大理老式面包,经八路街道健康路华林广场,113.663974,34.772614,郑州一区6,宋迎新,何屈美慧,7627031957582497792,7627032288349423616,-,7602929629774481423,综合商场&日用商超传统娱乐场所,核心商业区休闲文旅区,正常营业,1,1,1,22395.30,7252.00,5,3215,blue,https://uri.amap.com/marker?position=113.663974%2C34.772614&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E8%83%A1%E6%B0%8F%E9%91%AB%E5%90%89%C2%B7%E5%A4%A7%E7%90%86%E8%80%81%E5%BC%8F%E9%9D%A2%E5%8C%85&src=codex.poi.visit,https://www.amap.com/search?query=%E8%83%A1%E6%B0%8F%E9%91%AB%E5%90%89%C2%B7%E5%A4%A7%E7%90%86%E8%80%81%E5%BC%8F%E9%9D%A2%E5%8C%85
郑州,扫码/营销调研,金水正弘城-花园路-新田360,2,枣糕坊,黄河路与健康路交叉口向东南角20米,113.664395,34.77441,郑州一区6,宋迎新,何屈美慧,7571783506095900672,7571786884704110592,-,7568419470562035712,综合商场&日用商超传统娱乐场所,核心商业区休闲文旅区,正常营业,1,1,1,8928.50,4627.40,4,577,blue,https://uri.amap.com/marker?position=113.664395%2C34.774410&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E6%9E%A3%E7%B3%95%E5%9D%8A&src=codex.poi.visit,https://www.amap.com/search?query=%E6%9E%A3%E7%B3%95%E5%9D%8A
郑州,扫码/营销调研,金水正弘城-花园路-新田360,3,三利·草鸡蛋蛋糕(融元广场店),北林路街道花园路北段花园新村2号楼1层6号,113.683838,34.800419,郑州一区10,赵琛,马京生,7618775851810785280,7618779160277993472,-,7618569102449182774,-,-,正常营业,1,1,1,4978.80,2051.90,11,461,blue,https://uri.amap.com/marker?position=113.683838%2C34.800419&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E4%B8%89%E5%88%A9%C2%B7%E8%8D%89%E9%B8%A1%E8%9B%8B%E8%9B%8B%E7%B3%95%28%E8%9E%8D%E5%85%83%E5%B9%BF%E5%9C%BA%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E4%B8%89%E5%88%A9%C2%B7%E8%8D%89%E9%B8%A1%E8%9B%8B%E8%9B%8B%E7%B3%95%28%E8%9E%8D%E5%85%83%E5%B9%BF%E5%9C%BA%E5%BA%97%29
郑州,扫码/营销调研,金水正弘城-花园路-新田360,4,知行本草茶饮文创礼品店(农大桃李园公寓店),河南农业大学桃李园学生公寓东门北50米,113.659119,34.798936,郑州一区9,冯珍珍,李亚东,7617828239616051200,7617834189550879744,-,7582110771086100507,热点商业区块,核心商业区,正常营业,1,1,1,3563.58,1736.86,13,156,blue,https://uri.amap.com/marker?position=113.659119%2C34.798936&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E7%9F%A5%E8%A1%8C%E6%9C%AC%E8%8D%89%E8%8C%B6%E9%A5%AE%E6%96%87%E5%88%9B%E7%A4%BC%E5%93%81%E5%BA%97%28%E5%86%9C%E5%A4%A7%E6%A1%83%E6%9D%8E%E5%9B%AD%E5%85%AC%E5%AF%93%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E7%9F%A5%E8%A1%8C%E6%9C%AC%E8%8D%89%E8%8C%B6%E9%A5%AE%E6%96%87%E5%88%9B%E7%A4%BC%E5%93%81%E5%BA%97%28%E5%86%9C%E5%A4%A7%E6%A1%83%E6%9D%8E%E5%9B%AD%E5%85%AC%E5%AF%93%E5%BA%97%29
郑州,扫码/营销调研,金水正弘城-花园路-新田360,5,玲玲香酥牛奶棒蛋黄南瓜麻花(天旺广场店),东风东风路丰乐路向南100米路西幸运咖旁边,113.639543,34.796079,郑州一区9,冯珍珍,丁文杰,7628806696578713600,7628808577168067584,-,7627461313463126050,热点商业区块,核心商业区,正常营业,1,1,1,5482.04,1474.30,6,588,blue,https://uri.amap.com/marker?position=113.639543%2C34.796079&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E7%8E%B2%E7%8E%B2%E9%A6%99%E9%85%A5%E7%89%9B%E5%A5%B6%E6%A3%92%E8%9B%8B%E9%BB%84%E5%8D%97%E7%93%9C%E9%BA%BB%E8%8A%B1%28%E5%A4%A9%E6%97%BA%E5%B9%BF%E5%9C%BA%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E7%8E%B2%E7%8E%B2%E9%A6%99%E9%85%A5%E7%89%9B%E5%A5%B6%E6%A3%92%E8%9B%8B%E9%BB%84%E5%8D%97%E7%93%9C%E9%BA%BB%E8%8A%B1%28%E5%A4%A9%E6%97%BA%E5%B9%BF%E5%9C%BA%E5%BA%97%29
郑州,扫码/营销调研,金水正弘城-花园路-新田360,6,橙小橘·手搓茉莉冰粉,南阳新村街道丰乐路和群英路交叉口西北90米,113.643793,34.790019,郑州一区9,冯珍珍,丁文杰,7374319202959723520,7431960518904072192,-,7374362471601014811,-,-,正常营业,1,1,1,4401.20,1039.80,6,360,blue,https://uri.amap.com/marker?position=113.643793%2C34.790019&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E6%A9%99%E5%B0%8F%E6%A9%98%C2%B7%E6%89%8B%E6%90%93%E8%8C%89%E8%8E%89%E5%86%B0%E7%B2%89&src=codex.poi.visit,https://www.amap.com/search?query=%E6%A9%99%E5%B0%8F%E6%A9%98%C2%B7%E6%89%8B%E6%90%93%E8%8C%89%E8%8E%89%E5%86%B0%E7%B2%89
郑州,扫码/营销调研,金水正弘城-花园路-新田360,7,古早爆浆巧克力蛋糕(健康路店),经八路街道健康路168号附7号,113.664021,34.772904,郑州一区6,宋迎新,何屈美慧,7201363799645882368,7621828127967807488,-,7621496459975723027,-,-,暂停营业,1,0,1,8828.30,1036.30,0,1688,blue,https://uri.amap.com/marker?position=113.664021%2C34.772904&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E5%8F%A4%E6%97%A9%E7%88%86%E6%B5%86%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%9B%8B%E7%B3%95%28%E5%81%A5%E5%BA%B7%E8%B7%AF%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E5%8F%A4%E6%97%A9%E7%88%86%E6%B5%86%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%9B%8B%E7%B3%95%28%E5%81%A5%E5%BA%B7%E8%B7%AF%E5%BA%97%29
郑州,扫码/营销调研,金水正弘城-花园路-新田360,8,三津草鸡蛋·蛋糕,丰庆路街道园田路宏达街交叉口向西50米路北,113.651885,34.822576,郑州一区5,刘方一,潘金龙,7571829526464841728,7571844630212281344,-,7570273156574513187,"热点商业区块,热门景点","核心商业区,休闲文旅区",正常营业,1,1,1,3708.36,853.00,13,326,blue,https://uri.amap.com/marker?position=113.651885%2C34.822576&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E4%B8%89%E6%B4%A5%E8%8D%89%E9%B8%A1%E8%9B%8B%C2%B7%E8%9B%8B%E7%B3%95&src=codex.poi.visit,https://www.amap.com/search?query=%E4%B8%89%E6%B4%A5%E8%8D%89%E9%B8%A1%E8%9B%8B%C2%B7%E8%9B%8B%E7%B3%95
郑州,扫码/营销调研,金水正弘城-花园路-新田360,9,知式咖啡,文化路街道农科路与花园路交叉口西北200米万达坊4号楼3楼,113.68037,34.792864,郑州一区10,赵琛,"卫宝成, 陈刚文, 李艺萌",7332018073966217216,7488398120875804672,730575060001,7330863635046074368,热点商业区块,核心商业区,正常营业,1,1,1,2451.40,771.40,1,303,blue,https://uri.amap.com/marker?position=113.680370%2C34.792864&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E7%9F%A5%E5%BC%8F%E5%92%96%E5%95%A1&src=codex.poi.visit,https://www.amap.com/search?query=%E7%9F%A5%E5%BC%8F%E5%92%96%E5%95%A1
郑州,扫码/营销调研,金水正弘城-花园路-新田360,10,楚楚麻糍铺,丰产路65号新世纪大厦临街综合楼二号楼第一层自西向东第一间,113.680244,34.783667,郑州一区9,冯珍珍,"张涛, 郭佳宁",7522854928184870912,7525347631313225728,-,7523945721058330639,-,-,正常营业,1,1,1,8683.50,610.90,22,2433,blue,https://uri.amap.com/marker?position=113.680244%2C34.783667&name=%E6%89%AB%E7%A0%81%2F%E8%90%A5%E9%94%80%E8%B0%83%E7%A0%94-%E6%A5%9A%E6%A5%9A%E9%BA%BB%E7%B3%8D%E9%93%BA&src=codex.poi.visit,https://www.amap.com/search?query=%E6%A5%9A%E6%A5%9A%E9%BA%BB%E7%B3%8D%E9%93%BA
郑州,新开问题调研,金水正弘城-花园路-新田360,1,瑞幸咖啡(关虎屯地铁站店),花园路关虎屯地铁C口ZG-ZC-2024-01号,113.681376,34.787137,郑州一区10,赵琛,"卫宝成, 陈刚文, 李艺萌",-,-,-,7631580335255324706,-,-,正常营业,0/空,0,0,0.00,0.00,0,5,orange,https://uri.amap.com/marker?position=113.681376%2C34.787137&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E7%91%9E%E5%B9%B8%E5%92%96%E5%95%A1%28%E5%85%B3%E8%99%8E%E5%B1%AF%E5%9C%B0%E9%93%81%E7%AB%99%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E7%91%9E%E5%B9%B8%E5%92%96%E5%95%A1%28%E5%85%B3%E8%99%8E%E5%B1%AF%E5%9C%B0%E9%93%81%E7%AB%99%E5%BA%97%29
郑州,新开问题调研,金水正弘城-花园路-新田360,2,西边亮灌饼&咖啡(万达坊店),文化路街道花园路282号建业凯旋广场,113.680965,34.793012,郑州一区10,赵琛,"卫宝成, 陈刚文, 李艺萌",-,-,-,7626304100036823074,-,-,正常营业,0/空,0,0,0.00,0.00,0,0,orange,https://uri.amap.com/marker?position=113.680965%2C34.793012&name=%E6%96%B0%E5%BC%80%E9%97%AE%E9%A2%98%E8%B0%83%E7%A0%94-%E8%A5%BF%E8%BE%B9%E4%BA%AE%E7%81%8C%E9%A5%BC%26%E5%92%96%E5%95%A1%28%E4%B8%87%E8%BE%BE%E5%9D%8A%E5%BA%97%29&src=codex.poi.visit,https://www.amap.com/search?query=%E8%A5%BF%E8%BE%B9%E4%BA%AE%E7%81%8C%E9%A5%BC%26%E5%92%96%E5%95%A1%28%E4%B8%87%E8%BE%BE%E5%9D%8A%E5%BA%97%29
